bintang,komentar
1,Bintang 1 aja aneh aplikasi y.makin gk bisa di buka lemot banget.
1,"kecewa sekali,kenapa sekarang ada ongkir nya 9k padahal sudah diklaim voucher free ongkir nya haddeehh,jd g smngat lagi kalo co"
1,Kenapa sig. Sekarang agak gak jelas. Pas masuk selalu ada tulisan TERLALU BANYAK PERMINTAAN. COBA LAGI NANTI. Mengganggu sekali. Dan sudah lama juga seperti itu. Hampir 3 hari. Setiap hari coba masuk. Masih tetap seperti itu. Di tambah punya tagihan lazpaylater.padahal nomor telepon aktip.
1,Os nya terlalu lambat. Udah pake prioritas tapi tetap telat
1,"Aplikasi asuw, aplikasi gak jelas Makin lama makin parah. Kemarin2 cuma ada biaya penanganan, Sekarang ada lgi biaya layanan Besok ada biaya apalagi njing. Apa kurang banyak untungnya ya, Udah sistemnya begok! Dimana mana kalo belanja bnyak itu makin murah, ga malah makin mahal. Tolol. Ongkir nya tuh kenpa ga 1 juta sekalian. Benerin dulu itu ongkir nya lah, ga usah lah terlalu mahal. Lama2 jadi males juga pake ini aplikasi. Bener2 tolol sistemnya. Begok!!"
1,Produk di pesan tidak sampai dan ga bisa di refund history dihilangin Sangat mengecewakan
1,"Paylater lazada sangat mengecewakan.. saya tidak pernah telat bayar bahkan saya bayar jauh sebelum jatuh tempo,. Tapi kenapa tiap mau belanja pake paylater akun saya di non akifkan?? Dan ini sudah ke 4 kali nya.. sangat menjengkelkan,. Detik ini paylater saya lunasin semua Dan saya hapus aplikasi LAZADA .. pelayanan sangat buruk dan mengecewakan.."
1,"Mohon tingkatkan lagi kinerja dlm sebuah pengiriman, sebab pengiriman daerah kalimantan sangat terlalu lama dan terkadang pengiriman lewat dari tgl estiminasinya. Kemudian ongkos kirim juga terlalu mahal, saya harap ada kebijakan dari pihak seler, kurir maupun admin lazada, sebab pengguna lazada bukan hanya di dalam jabotabek saja. Terimakasih"
1,Aplikasi anjng setiap mau apa pasti ada iklan mau ngerjain tugas langsung masuk ke aplikasi lazada emang aplikasi babi
1,"Setiap hari iklannya gratis ongkir, pengiriman cepat,, gratis ongkir. Eh nyatanya ongkirnya paling mahal. Aplikasi tipu"" Ni namanya. Sungguh menjengkelkan."
1,"Berbeda dari aplikasi sebelah saya punya 2 HP di satu akun, karena 1 HP kurang support, malah voucher ongkir gak bisa dipake... Malas belanja (V01) udah pake 2 tahun belanja baru kali ini kena ginian bantu dong pihak lazada saya gak akan bisa belanja tanpa ongkir kalian yang bagus dari aplikasi sebelah."
1,Lazada sekarang amat sangat buruk. Toko2nya penipu semua barang ga sesuai dengan iklan ga sesuai dengan yg di pesan. Barang kurang beli 3 datang 2. Barang datang rusak pecah dll. Sangat buruk sekarang yg mengecewakan sekali sekarang ga seperti dulu barang sesuai dengan iklan dan jumblah yg di pesan sekarang buruk seburuk2nya padahal saya sudah langganan di lazada dari tahun 2016 makin kesini bukan makin bagus malah makin buruk
1,"Lama gunakan aplikasi ini dengan jumlah pesanan yang lumayan banyak, namun dengan kesalahan kurir yg SANGAT tidak profesional dalam bekerja (malas mengantarkan paket kemudian paket dikembalikan dengan alasan pembeli menolak di tempat) akhirnya metode COD di akun saya dinonaktifkan..Saran sistemnya sebelum menjudge sebaiknya dikonfirmasikan dulu. Pilihan akhirnya adalah menghapus akun dan uninstal aplikasi, TK"
1,"Semakin kesini makin banyak toko yg menipu,,saya beli barang hp online yg datang sabun colek dan store nya tidak merespon sama sekali dan malah memblokir aksesnya...mohon ditindak lanjuti lah lazada,harus komplain bagaimana?"
1,Aplikasi yang tidak berguna punya iklan banyak maksa untuk beli elo tau gak
1,"Udah bbrapa kali belanja disini selalu d batalkan pihak Lazada karena penjual gagal melakukan pengiriman tepat waktu.. yg saya sesalkan kenapa pengembalian dana nya lamaaaa, mending klo sedikit.. udahmah sellernya pada gak tanggung jawab ditambah pihak Lazada nya yg lemot.. mau tarik saldo aja harus nunggu 1 sampai 3 hari, itu kan bukan kesalahan pelanggan harusnya bisa dipercepat.. Payaaah kalah sama online shop sebelah 👎"
1,"Capek2 ngumpulin koin buat nyoba fitur hadiah gratis nya, pertama di cancel karena seller nya gak ngurusin, sekali nya di kirim, isi nya sampah, alasan nya karena saya gak follow toko seller nya sebelum kirim barang, nyoba lagi order di fitur itu dgn s&k nya, tetep gak di urus sama seller nya, tekor koin dan ongkir juga, males jadi make ini aplikasi, saat nya pindah haluan ke toko sebelah lagi dah"
1,"Harga barang di awal sm harga barang pas mau di checkout kok ya bisa2nya beda tau2 berubah jd lebih tinggi, udah ya pengiriman lama bener paket nyangkut hampir 2 minggu ini ga gerak, tnya cs disuruh nunggu mulu hadeh lazadut lawak bener"
1,"iihhhh ada vocher gratis ongkir ga bisa di pakai... Sudah semangat mau belanja di lazada, vochernya ga bisa di pakai.. ya saya urungkan lagi niat belanja nya. Lebih baik di apk sebelah, vocher gratis ongkir nya asli bisa di pakai ga seperti lazada, vocher sudah di pasang gabisa di lanjut belanja , ADA KESALAHAN KATANYA.. salah apa . ??? Saya mau belanja pakai uang saya dan pakai vocher lazada ko salah.. anehhhhhh.... ????? Konyol"
1,"Awalnya lancar dan banyak promo tapi entah kenapa setelah buka video Lazada tiba-tiba sering dapet notifikasi jaringan anda bermasalah padahal speed dan latensi jaringan saya sangat baik di angka 50Mbps, sering report tapi gak nyelesain masalah. Update pun tak menyelesaikan masalah. Maaf untuk Lazada tapi lebih baik saya pake E-Commerce lain."
1,Untuk semua seler yang berjualan di Lazada tolong di perbaiki sistem update untuk kurir nya begitu jga kurir nya harus ad ramah tamah nya
1,"Kurir yg buat nama lazada jdi jlk, ad yg pket dateng ga di kasih tau pengen pulangin pulangin aja, ad yg nyasar ga konfirmasi lagi asal pulangin aja, gimna klu org ad yg perlu sekali coba!!!! 😡"
1,"Lazada tolong dong kaya dulu lagi, banyak freeong, diskon, sekarang ongkir tambah mahal aja."
1,"Apl gak memuaskan, dapat paylater kalo gagal pembayaran paylater di blokir 1 bulan. Mending gak usah kau ada paylater aja sekalian. Percuma .."
1,Makin hari makin gak jelas aplikasi ini.makin mahal ongkirnya.😡😡 Kalau kayak gini bisa bisa gak di pake aplikasi ini.bgus blanja offline dr pada blanja online.
1,"Lazada sekarang makin kacau, payleter nya gabisa di gunakan, padahal tidak pernah ada masalah apapun. Biaya penanganan produk juga tiba-tiba jadi nambah. Tolong di cek akun saya kenapa bisa tidak dapat menggunakan payleter kembali."
1,"Aplikasinya bagus, ada banyak voucher tapi pengiriman NinjaVanId jelek bangett,setiap setiap pesan gak pernah di antar, bilang nya saya meminta penjadwalan ulang tapi saya gak pernah meminta penjadwalan ulang pengiriman, saya wa kurir gak di balas, cuma di lihat doang, sebenarnya saya suka sama aplikasinya tapi percuma kalau gak di antar paketnya sudah berulangkali terjadi sperti ini, tapi selain kurir NinjaVanId bagus."
1,"Minta tolong dengan sangat pesanan saya tidak sesuai dan sudah otomatis diterima saya sudah chat cs seller tetapi tidak ada ganti rugi sama sekali malah menyalahkan saya. Ini yg lalai seller tetapi yg di salahkan malah pembeli yg sudah percaya belanja di lazada klo begini saya yg rugi mohon dengan sangat bisa membantu balik dana saya, atau bakal bisa jadi viral nantinya klo tidak membantu masalah ini- makasih"
1,terlalu lama saat melakukan pengembalian dana ...lebih cepat shoppe dri pada ini .
1,Kenapa saya kasih bintang satu? Oh ya jelas karena ini lazada kurang amanah...1.pengiriman lambat. 2.kadang ga sesuai pesanan apa yg kita pesan. 3.seller nya kurang ramah.!! Mending belanja di shope / di tokopedi aja lah.
1,"Sangat tidak bagus, chat admin juga tidak punya solusi. Fitur yg membingungkan."
1,"Wkwkwkwk sekali doang telat bayar, sejak awal sampe skrg selalu bayar sebelum jatuh tempo, tapi waktu mo pake paylater nya lagi, selalu dibekukan. Pdhl sebelumnya sudah ada informasi, bakalan diaktifkan lagi tanggal sekian jam sekian. Preeettttttt. Lunas pembayaran paylater, lgsg uninstal aja"
1,"Yg saya herankan, katanya ada promo seperti 9'9, tp kenyataan nya harga sama seperti biasa, dn gratis ongkir jg tudak berlaku.. Lebih baik jujur dlm harga di awal, daripada harga murah pas cekout jadi mahal."
1,"Kenapa ya lazada sekarang kurang bagus, kadang ga bisa buat cod lagi.."
1,Ko diupdate lazada malah jd aneh.. Gratis ongkirnya jd gk bs dipake.. Jd pilih2 🤔
1,Mohon kerja smanya buat lazada / kurirnya klo memang ada masalah( kendala pegiriman) mohon di sediakan pembatalan belanja / info agar kami yg belanja di lazada tdk berharap penjediaan uang terdahulu..
1,"Maaf q turunkan bintang,karena saya tidak suka dengan fitur jasa pengirimannya.sudah sekian banyaknya q belanja online di lazada ini,tapi saya sangat kecewa disaat jasa pengirimannya selalu dapat JNT expres...terutama jnt expres daerah nusa penida bali,sangat2 tidak rekomen.dgn sangat terpaksanya saya harus pakek toko pedia atau pun buka lapak,karena selalu bisa memilih bebas untuk jasa pengirimannya meskipun tanpa diskon atau pun mahal sekalian ongkirnya yang penting barang selalu sampai."
1,"Saya Sangat kecewa, saya pesan cod jnt barang gak berfungsi, saya kembalikan barang dgn pick up ninja van ok sih kurir ramah , cuma saya kecewa masah uang saya 53 ribu tidak dikembalikan lewat cod, ribet kalau pakai rekening 😅,pesen cod return cod harus nya balikin uang saya cod juga, saya sangat kecewa uang saya belum dikembalikan, kelebihan lazada drof of pick up gratis ongkir dan terimakasih , kekurangan lazada pengembalian uang gak bisa cod😫😫😫😭😭😭, saya mohon balikin uang saya lewatcod"
1,"Free ongkir cum seminggu sekali, Ongkir makin mahal naik 2-5rebuan parahhh pokonya, Mana potongan cuma 10rebu, Ongkir JKT - Tasikmalaya (16500-17000) , LzadpaylTter gapernah telat bayarrr, tbtb d nonaktifkan. Hdeuhhhh"
1,"Lazada sekarang buruk banget ,belanja di lazada apes trus dapet barang ga sesuai trus ,pengiriman lazada juga lama ,lazada sekarang makin kesini makin mengecewakan Ga puas saya belanja di lazada"
1,Sangat kecewa. Data pelanggan sampai bocor keluar ini bukan ke 1 tapi ke 2 kalinya. Yang ke 2 kalinya aq tidak mengaktifkan layanan dari lazada. Padahal aq puas belanja di lazada karena barangnya selalu sesuai.
1,"Kendala yang umum ternyata pas mau pembayaran tiba-tiba harga tidak sesuai dengan tawaran voucher nya. CS tidak bisa memberi solusi, mending tidak usah kasih penawaran voucher,ribet."
1,Sangat kecewa karna pengiriman barang lebih dari waktu estimasi yang telah di tentukan
1,"Bintang satu,. Lazada semakin hari smakin aneh layanannya,. Pesanan bisa terbatalkan dengan sendiri nya tanpa saya batalkan,. Dan tanpa diketahui oleh toko nya ,. Malah toko nya yg bilang saya yg membatalkan ,. Padahal sudah jelas barang sudah dikemas dan siap dikirim estimasi penerimaan sudah pasti ,. Tapi pada hari H barng tiba tiba dibatalkan,. .. seminggu saya nunggu barng tidak kunjung datang"
1,"Saya punya dua akun di hp yang berbeda, knpa di akun yang baru tidak ada gratis ongkir pdahal di akun yang satunya ada"
1,Developer tolong hapus data pribadi saya soal nya akun nya di hack orang takut di salah gunakan..dan saya mau masuk akun nya juga susah malah di kunci
1,"Sering sekali error, padahal jaringan dan aplikasi lain lancar..."
1,Awalnya sy senang belanja dilazada. tp knapa ya skrg ini harga barang berubah lebih mahal pd saat disimpan ditroli atau pada saat akan dibeli.
1,"Kenapa sekarang pengirimannya lama banget min ? pesan barang dari tgl 13 Okt, katanya estimasinya tgl 16, eh mundur lagi jadi tgl 20 Okt.. Makin kecewa sama Lazada,, padahal dulu oke, sekarang malah 😩 Kalau pengirimannya diundur2 terus aku hapus aja aplikasinya ah"
1,Saya pesan 4 item barang.....di keterangan di kirim bareng.... Tapi malah yang ada di cancel semua di hari yg sama Dengan alasan bahwa ALAMAT PENERIMA SALAH.... PADAHAL ALAMAT ASLI.....ALAMAT BENAR NO HP ADA TAPI DARI PIHAK PENGIRIM TIDAK TELPON SEKALIPUN.... APLIKASI MACAM APA INI.... BEDA JAUH DI BANDINGKAN SHOPEE
1,"Dulu saya senang sekali berbelanja di apk ini karena hampir semua toko bisa cod, tapi sekarang setelah sekian lama saya belanja disini, fitur cod dinonaktifkan hanya karna 1 kali gagal pengiriman, itu pun atas rekomendasi kurir karna seller tidak amanah"
1,"Apk terburuk yg pernah saya pakai, mau lihat kode bayar alfa mart aja ngga bisa, ngga kebuka lelet padahal konrksi internet kenceng,,,, Payah"
1,"Ini aplikasi dari Singapura karena itu tidak ada paylater,,. Apk ini nnti lama2 tidak ada peminat nya lg, kembangkan lah paylater di Indonesia"
1,"Aplikasi yang sangat membingungkan Sudah punya akun dan sudah seringkali order/belanja di lazada Mau masuk login saja mesti pakai/di suruh isi data akun baru lagi Kalau sudah pernah masuk dan sudah jadi member,seharusnya bisa dong masuk lagi,ngapain di bikin ribet Dasar aplikasi tidak berguna ini,namanya juga APLIKASI=PERMAINAN,permainan dari lazada yang memang di bikin ribet Untuk aplikasi ini saya kasih bintang 1 saja ya,karena aplikasi ini tidak sportive dan juga tidak bermanfaat! 👎"
1,"Sekarang Lazada sudah payah.. Voucher gratis ongkir kadang² gak bisa digunakan. Saya selalu bertanya kepada CS Lazada tapi jawabnya ga memuaskan. Pengiriman lambat dan lama. beda sama Shopee.. hari ini dikirim kurir pasti sampai. Kalo Lazada status akan tiba hari ini belum tentu sampai, mau sampai 2-3 hari kemudian. Masa' pengiriman satu provinsi yg jaraknya cuma 20an Km aja bisa sampai 2-3 hari?? Itupun kalo sampai, kadang² pengiriman gagal dan kembali ke seller dengan alasan yg gak jelas.."
1,"pengiriman di aplikasi ini ga pernah berubah.. sudh 3x kejadian, gagal melulu.. alesan kurir ganti lahh, robah schedule, jujur saya kecewa sama sistem antar barangnya"
1,"Saat lihat harga di depan contohnya 10 ribu ya, tapi pas di check otw jadi 20 ribu itu, kenapa? Ini lazada atau penjualnya yang mau curang? Tolong jelaskan, saya sebagai pembeli ingin pesan akhirnya tidak jadi"
1,"Lazada paylaternya sekarang udah mau bangkrut kaya nya , mau pesen celana saja di non aktipin limitnya , harga segitu masa takut ngga di bayar parah, lebih baik saya hapus saja ngga mau belanja di lazada lagi lebih baik belanja di aplikasi sebel saja , saya kecewa sama lazada padahal saya sering belanja di lazada"
1,"Pembatalan pesanan sudah dikonfirmasi, tpi kenapa masih di kirim juga"
1,"PENGIRIMAN GAK JELAS UNTUK JASA LEZADA DEIVER ATAU LEXID.. 👎👎👎👎 NOL BINTANG.. auto UNINSTAL.. sudah komplain sana sini JAWABANYA TIDAK RELATIF BANGET ( MOHON MENUNGGU), apaan coba sudah lewat 4Hari yang di tentukan. MANA GAK BISA DI BATALIN .. 👎👎👎👎👎👎👎 Saya sudah alami ini ke 5X ini. Cukup Dan TERIMAKASIH ATAS JASAMU 🙏🏻."
1,"Pengamanan nya ga bisa di percaya soal nya beli bayar pake dana . Barang ga datang dana ku ga bisa di buka lebih baik belanja di toko oren ajah teman"" Taku pembayaran Pake bank/dana yang lain nya ☺"
1,"Setelah di perbarui , nggak ada gratis ongkir dan nggak ada focernya lagi dan harganya berubah mahal"
1,"Lazada semakin hari semakain gak gak asik ,ada promo eeeE sudah chek out malah harganya tidak promo/diskon iyang ada mahal ..mana ada biaya tambahan layanan lagi..tolong lah jangan gini supaya pelanggan/pengguna aplikasi ini puas."
1,"Aplikasinya sih bagus,tpi kurirnya kok gk jelas gt,jlas2 barang gk diterima kok konfirmasi paket ditolak dikembalikan di seler. Daerah surabaya tmur parah udah tiga kali gk ada yang jlas kurir"
1,Saya kecewa seler sama apk nya masa barang blum di kemas saya batalin tetap di kirim di setujui lg sama lazada nya..? Perbaiki dong sistem nya klw barng blum di kemas boleh di cencel kan di situ juga ada keterangan nya knpa mksa saya cencel bukan tidak beli tapi ingin merubah atw salah barang yg saya ingin pesan lah ini mksa suruh di beli juga
1,"Awalnya suka pake lazada, diskonnya lumayan banyak, ada gratis ongkir juga tapi skrg udah bikin kecewa, harga yg ada di beli sekarang beda pas cekout dan buat pesanan, harga naik 2 kali lipat, bikin males belanja, payah"
1,"Di kasih limit lazpayletter 1,5 juta,baru di pake 630rb sisa,y ga bisa di pake lg,.. Padahal tagihan2 sebelum,y udah di lunasi masih 3minggu jatuh tempo Mau,y apa sih... kadang nyesel ngelunasin tagihan yg masih lama jatuh tempo"
1,"lumayan siiipppp soalnya sekarang gak bisa pakai voucher free shipping,klo ada masalah buru2 perbaiki dong"
1,kenapa ga bs ambil vocer ongkir geratis. kesalahan terus. sll ada kesalah indikasi aktifitas akun yg tidak sesuai. knp bs gitu d benerim dong
1,"Parah padahal gue pelanggan setia lazada dari awal sampei sekarang, tapi makin kesini kok bikin jenkell,gratis ongkir sama vocher satt checkout buat pesanan malah gga bisa kenapa woyy padahal gue belanja bukan belanja recehan !!"
1,"Knp sya tdk bsa ambil vocher,sll blng psermintaan gagal ,ada indikasi aktifitas akun tdk sesuai,knp bgt ya"
1,Lazada emang bagus awal2 nya aku suka karena ada gratis ongkir dan potongan 50% tapi kok akhir2 ini lazada sering kali ada voucher yang belum di klaim tapi mendadak tulisanya sudah di klaim padahal belum digunakan terus harga sekarang jadi lebih mahal 2 X lipat dari harga yg tertera mohon diperbaiki lagi lazada
1,"Kapok belanja di lazada, saya order sepion motor, malah yang datang isi paket nya spatula. Saya mengajukan return tidak ada kejelasan respon nya. Kinerja lazada semua pada ceroboh"
1,"Voucer di klik tidak bisa selalu gagal banyak alasan,pengiriman random tidak bisa pilih sesuai langganan ekspedisi penilaianku tidak di respon tidak ada kemajuan di aplikasi"
1,"Sayang sekali lazada permasalahanya pada exspedisi tidak bisa pilih,apalagi ekspedisi j&t dikota saya j&t yang paling jelek kurirnya,tolong kalau bisa pihak lazada memberi konsumen pilihan ekspedisi. Salam dari Kaltara."
1,Penjualnya banyak yg penipu.Keamanan sangat minim. seharusnya dana refund gak bisa masuk kerekening lain selain rekening pengirim sebelumnya. Ini celah bagi penipu saat pengguna teledor. Apalagi kalau verfikasinya menggunakan nomor WA sangat bahaya. Para pengguna lazada pesanan sebaiknya COD kalau gak bisa COD sebaiknya jangan dilakukan pemesanan
1,"Saat mau filter lokasi sangat terbatas lokasi di list. Hanya Jabodetabek, medan makasar. Trus kota lain nggak ada."
1,"Banyak toko penipuan, dan nomor resmi lazada menelpon langsung melakukan penipuan, saldo dana saya langsung terkuras habis, saya lapor ke ig dan tiktok juga email LAZADA tidak ada redpon sama sekalih"
1,"Sekarang jadi sering eror,sering gabisa checkout,padahal dlu²mah normal"
1,"Kenapa walau ada tanda super (diskon) di judul barang tetep aja pas di checkout harganya malah jadi harga normal, tolong diperbaiki secepatnya karena sangat mengecewakan, padahal uda seneng dapet diskon malah pas di checkout jadi lebih mahal / 2× lipat dari harga diskon"
1,"Untuk sambung ke CS nya susah, krn selalu robot mesin penjawab , setelah sambung cs nya tidak memberi kan solusi, ditanya pun di jawab nya dengan kaku, bukan solusi yg diberikan malah disruh tgg doang. Sangat mengecewakan, sulit untuk komplain kalau disini."
1,Saya sudah lama belanja di lazada.kenapa saya gak bisa pake paylater nya.kode OTP gak pernah saya dpt.apalagi harga tertera dan cekout beda..makin lama..makin gak bermutu lazada
1,"Lazada gmn si,,,,masa ongkir a muahal banget,,,,, contoh harga barangnya 40 ribuan,,,lH ongkir juga 40,,,,, percuma dong gratis Nya,,,,,,,"
1,"Lazada Memiliki sitem yang buruk,Saya inggin menyampaikan keluhan tapi Tidak ada fitur yang bisa membantu sama sekali,Saya menggunakan lazada paylater untuk membeli barang,Namun barang yang dikirim berbeda Dan sudah diberi konfirmasi untuk menunggu Barang sekitar 7hari,Namun setelah 7hari lebih barang tidak dikirim. tetapi saya harus tetap membayar tagihan Paylater.Lebih parah nya toko di Lazada sudah tidak ada tolong diperbaiki lagi Untuk kedepannya,Untung kehilangan cuman 100 ribu"
1,Lazada kenapa sih masa pas pengen beli pilox di luarnya harganya 11.232 pas pengen di beli malah 23.525 padahal udah ada diskon gratis ongkir
1,Lazada jelek banget. Kurangnya fitur Waktu estimasi tidak berlaku lagi. Pengiriman tidak jelas & sangat lama. Nyesal belanja melalui Lazada
1,"Barang lama di kirim, harga tinggi tapi tidak sesuai, parah banget si ini🙄"
1,Teruntuk devoloper lazada yang terhormat saya harap kemananya ditingkat kan lagi agar toko toko yang sekiranya tidak baik tidak ada saya sudah 2kali terkena mohon di perhatikan kalo kata gini kan jadi malas kecewa🙏🙂🙏
1,"Lazada makin ke sini makin ke sana, beda sama dulu waktu awal rilis. Sekarang ada biaya layanan dan penanganan, membebani konsumen. Mending benahi dulu penjual nakal, barang gak ada tapi tulisannya stok tersedia, terus minta konsumen untuk membatalkan, padahal udah order pakai voucher, lah jadi hangus vouchernya."
1,"Lazada ini gimana udah saya matiin izin notifikasi , tapi masih saja ada iklan pop up nya tiap nyalain/buka kunci , udah kaya kena virus malware aja ! Ngeselin dan mengganggu lagi scrol2 sosmed muncul tawaran belanja , bener2 persis malware . Udah pernah dihapus dan berhasil , tp kepikiran punya paylater 🤣"
1,"Apl nya gk sesuai ekspetasi vocer nya gk bisa diklaim padahal saya pengguna baru harusnya bisa diklaim vocer nya, padahal voucher belanja nya itu khusus pengguna baru masa gk bisa tolong di benerin lagi donk aplnya"
1,"untuk sementara saya kasih bintang 🌟 klo ada 0 bintang Saya kasih 0 aja sudah cukup buat aplikasi lazada Padahal saya sering belajan Bahkan tiap hari., sudah lebih dari cukup,. saya akan memberikan bintang 🔯🔯🌟🌟🔯 setelahnya dapat lazpaylater setelah nunggu lama & tidak ada kepastian saya gak akan belanja di lazada lg.."
1,ini mksdnya gimna?aku beli yg 3gb baru pake 1gb ae uda nglg gimna sih lama'saya bsa gnti krtu klo kya gni caranya.
1,"Sekarang pengiriman mau pake LEX, JNE,JNT, dll ke Balikpapan di atas 7-21 hari Gilak!! Bobroknya expedisi iklannya aja gratis ongkir, pengiriman cepat, taikkk!! Gak ada yg bener semuanya!! Ongkir byr,kirim lambat!!!"
1,Woi ini afk gimana sih jaringan ful tapi afk nya gk bisa di buka loaring truss . Aku kasih bintang satu aja Karena suka legg banget
1,😡KECEWA 😡. Dulu saya suka belanja di Lazada namun sekarang Kecewa karena Paylater saya angsuran terakhir 12k dan setelah telat bayar 3 hari Masa langsung denda jadi 89.000 Lazada kok Maling uang... Tak ada lagi COD atau berbelanja pakai Lazada lagi/ Aku dan teman-teman Beralih ke Shopee...
1,"Kenapa paket saya selalu batal pengirimanya , alasan penerima tidak ada ditempat , padahal saya dirumah ada. Dan wa juga aktif , kenapa kurir tidak wa ,"
1,"Kenapa lazada sekarang kayak toko oren ya semuanya mahal dari produk dan ongkirnya? Padahal langganan disini karena barangnya murah kualitas produk bagus dan ongkirnya paling murah, tpi sekarang kenapa jadi mahal banget? Masa iya kemarin beli produk harganya sudah didiskon dan gratis ongkir tpi pas di CO harganya malah tambah mahal apa gunanya voucher dan gratis ongkirnya itu? tolong kembali kan lazada yang dulu kalo kyak gini terus jadi males belanja disini."
1,"Setelah di-update malah gabisa make voucher gratis ongkir, apk aneh!"
1,Ini keluhan saya: saat saya membuka google untung browsing tiba-tiba aplikasi Lazada langsung nongol bukan notip tapi apknya langsung kebuka tanpa saya apa apkan Jadi intinya saat saya berada di berbagai apk itu sering Lazada langsung membuka aplikasi dengan sendirinya saya coba hapus dan hasilnya masih Sama tolong diperbaharui lagi dan terimakasih
1,"Saya baru Seminggu gak buka lazada,,,disitu saya ada tunggakan pay later yang belum saya bayar,,,,tapi pas saya buka lazada tiba-tiba disuruh login,,,pas saya login lagi semuanya jadi zonk(mulai dari cashback,koin,saldo dana) semuanya ilang,,, parahnya lagi udah waktunya bayar paylater tapi sy GK tau gmn caranya bayar soalnya GK ada paylater di apk.nya lagi,,, nyebelinnys sy pas kerja agen paylater nelpon trus,,,KLO pun apk.nya baik pasti lgsg sy bayar,,,, bingungin bnget gimana biar bisa bayar("
1,Masih tidak bisa di gunakan lazpaylaternya padahal sudah mengikuti semua prosedur yang di minta. Sangat mengecewakan padahal bayar tepat waktu terus
1,"Update terakhir bug nya PARAH BANGET,Aplikasi ga bisa di gunain"
1,Voucher flash ada timer. Pas refresh langsung habis mana langsung setengah pengguna yg pakai. e-commerce kalau gak gimmick gak asik ya yg penting cukup tau aja kalau memang semua e-commerce indo saya bintang buruk karena gimmick kalian itu 😂
1,"Percumah ada voucer gratis ongkir, tp masih mahal gak sesuai sama harga barang? Enak di shope benar-benar gratis ongkir"
1,"Lazada parah bgt,,kalau gak niat ngasih pqyleter jangan ngasih,,ngasih tapi gak bisa dipakai,,trus buat apa buat pajangan,,,paraaah bgt payleter juga gak telat,,,,najis punya payleter gak niat ngasih tapi belanja gunain payleter gak bisa"
1,Apa an ini?semua voucher dan juga bonusnya tdak bsa di klaim.ongkir nya malah mahalan pula skarang.knapa sih lazada sperti ini skrg?padahal saya dari dulu dsini trus blanja nya.knapa lazada membuat sya beralih ke lapak lain?
1,"Jangan mau pesan di Lazada! Saya kan pengguna baru,dan saya dapat diskon dan voucher ongkir,kan otomatis harga barang menjadi lebih murah,nah setelah saya pesan,malah pihak Lazada membatalkan pesanan saya."
1,"Mau belanja murah yaa di lazada ajah, tapi itu duluuuuuuu bgd. Skrg macam² yg harus dibayar bikin bengkak pengeluaran malahan padahal aku pelanggan setia di lazada 😭 lazada menyedihkan 👹payah 🙄 maaf sebesar²nya dari saya kaum jelata yg komplen Krn lazada semena²"
1,"Kenapa lazada jadi kaya gini... Harga produk yg tertera tidak sesuai,. Ongkir juga, tulisan ada potongan, begitu cek out harga jatuhnya bisa jd 4x lipat 👎👎👎"
1,Baru kali ini ada toko daring yang pesan barang seller udah ngirim tapi pengiriman super lemot .... Sama provinsi sama sama kota besar udah 3 hari 2 paket gak gerak ...gak lagi lagi deh blanja di lajanda ...ekspedisinya bikin emosi memuncak ...
1,sudah satu bulan tidak bisa utk chek out pesanan.. padahal sistem COD .. tidak bisa komplain via chat cs ..
1,"Semangkin kesini semangkin ga karuan aplikasinya, kebanyakan harga toko tulis ga sesuai dengan harga pas mau beli produknya"
1,"Ini kenapa ya saya download lazada 9.9 Mega brand mau masuk pake akun lazada saya yg sebelumnya pas masukkin nomor telfon selalu gabisa bisa , caranya gimana ya"
1,"Saya pikir sudah diperbaiki ternyata belum harga di beranda sama di troli pas mau di cek out beda harga sumpah ngeselin, terus udah gitu semenjak tiktok shop di tutup pengiriman barangk di Lazada ko naik drastis ya yg tadinya 47 ribu jadi naik 80 bahkan sampe 200 hanya untuk biaya pengiriman, percuma dong dapa voucher sama gratis ongkir kalau biaya saja kaya gitu. Semoga saja tiktok shop dibuka kembali biar nggak ribet kek lajaza"
1,"Mau beli casing hp di lazada,,tapi ga ada voucher gratis ongkir sama sekali, yasudah, ga jadi deh belanjanya"
1,"Cuman telat sekali bayar paylater, habis lunas udah gk bisa lagi pakai paylater padahal udah 9 bulan yg lalu kapan bisanya? Terus sekarang udah gk bisa cod gara2 retur 2 kali dan gk tau juga kapan baru bisa pakai cod lagi"
1,Aplikasinya bagus diskon naya ngeri bisa nyampe 90% Cuman miris nya onggkir nya kalo diskon 90%ongkir nya bisa sekitar 30/40 Sedang kan kita masih mikir nih ni barang murah tapi sama aja beli di toko . Kalo ongkir nya sgitu jga ga tau datang nya sesuai engak nya Dulu sngat suka lazada sekarng miris bngt liat ongkir nya Di iklan? Lazada gratis ongkir tapi paan
1,"Dulu mah bagus saya merasa terbantu,tapi sekarang ini gk tau knp Lazpaylater saya d blok gk bisa d pake,padahal saya masih ada utang yang harus d bayar,pake cod gk bisa juga.maka jadi lah belanja beralih ke aplikasi lain. Selamat tinggal lazada."
