bintang,komentar
5,dari dulu belanja d sini mudah n praktis. tapi ongkirnya jangan terlalu mahal
5,pengiriman cepat gratis ongkir pengiriman cepat gratis ongkir belanja apa aja..hanyaaa di lazadaaaaaa
5,"Lazada sdh tdk membritahu keberadaan paket yg diorder... Saya kaget tiba2 kurir mengantar paket, sementara di aplikasi lazada tdk ada pemberitahuanya sama sekali... Mohon perbaikanya...🙏"
5,belanja kedua kalinya..amanah n produk juga sesuai pesanan
5,"Kecepatan dalam pengiriman jadi alasan utama kenapa selalu belanja di lazada, tingkatkan trus kualitasnya... Perbanyak promo cashback, diskon... Lazlive mungkin ditambah juga kategori jadi biar lebih mudah dicari..."
5,"aplikasi yg bagus, hanya saran aja untuk lazada, lebih ditingkatkan ditel diskripsi penjualan tokoh dengan keaslian barang yg ditawarkan, supaya konsumen lebih nyaman berbelanja disetiap tokoh yg ada dilazada. good job buat lazada, maju terus ,tambah lagi dikit, tolong kasi sangsi tegas atau belokir saja tokoh tokoh yg tidak amanah yg menjual barang tidak sesuai dgn potoh pajangan dan ditel diskripsi yg dijelaskan, supaya semakin aman dan nyaman berbelanja secara online di LAZADA pastinya....☺"
5,"banyak puas nya di banding tidak puas nya berbelanja di lazada,,banyak free ongkir nya...semoga lazada semakin sukses"
5,"bagus banget, apalagi kalo barang tidak sesuai terus barang di retur. cepet banget respon dari lazadanya 😁"
5,"Senang dan puas belanja di lazada, selain sering promo dgn harga murah juga mudah penggunaannya di banding aplikasi lainnya. Semoga lazada sukses selalu"
5,Lazada sangat favorit saya. Saya coba-coba memesan barang. Pengiriman barang cepat dan lancar. LUMAYAN.
5,"Aplikasi sangat bagus karena membantu untuk belanja online dan dilengkapi beberapa fitur yang menarik. Kemudian, waktu estimasi pengiriman pesanan tepat waktu. Jangan ragu memanfaatkan aplikasi ini, aplikasinya terpercaya karena sudah saya gunakan beberapa tahun sampai sekarang. 👍👍👍👍👍👍"
5,loading nya lemot.. kalo bisa di update jaringannya...kualitasny
5,Lazada sangat membantu bagi orang yg sibuk.gk harus kemana2 low belanja cukup masuk aplikasi.
5,"awalnya login ke aplikasi agak susah. semoga banyak disconan dan pesanan selalu sesuai dengan postingan barang ,kemasan tidak rusak sampai alamat tujuan, sehingga keselamatan dan keamanan barang terjamin."
5,"Saya sering banget belanja d aplikasi ini, pengiriman cepat dan barang jarang sekali rusak, hampir nggak pernah"
5,Kenapa sih orang orang pada ngasih ulasan yang ga jelas padahal lancar lancar aja. Pengguna lazada juga banyak
5,sangat membantu untuk belanja di online semoga bisa lebih baik lagi dan sukses terus.
5,"Sedih, LAZ paylater aku ga bisa digunakan. Pdhal limitnya masih ada Terus ak kalo bayar ga pernah telat Kadang blm waktunya jatuh tempo, sudah di lunasi. Tp knp bulan ini tiba2 ga bisa dipake lazada paylater nya. Bnr2 sedih banget 😩kenapa ya?"
5,lebih oke dari aplikasi belanja sebelah... yang katanya gratis ongkir tapi biaya penanganan mehong melebihi ongkir
5,Aplikasi nya cukup bagus kalo belanja murah tergantung kualitas meski banyak ngeleg nya kadang keluar sendiri tapi cukup baik dari segi pengiriman kurir belom pernah telat sampe berminggu minggu pokonya bagus
5,"saya suka belanja disini karena banyak promo, walaupun ada sebagian seller yang tidak bertanggung jawab."
5,Terimakasih lazada aplikasinya makin mantap pengiriman nya cepat banyak bonusnya top banget
5,Belanja di lazada begitu memuaskan j harga lebih murah..pengiriman cepat dan rapi..makasih Lazada🙏🥰🙏👍
5,"respon cepat, harga terjangkau kualitas bagus, bisa menjaga kuantiti juga kualitas produk."
5,"produk sesuai harapan walau kadang kadang juga pernah tidak sesuai,tetap hati dalam berbelanja cek dg ditail"
5,"lazada mantappp, pengiriman cepat , bener2 banyak gratis ongkirnya..."
5,"Suka belanja di lazada,yah karena banyak geratis ongkir,saran sih kalau bisa geratis pesawat terbabang hehehe pesawatnya bukan tiketnya ya.. yah pokoknya terimakasih lazada telah memberikan pelayanan terbaik,tingkatkan rekomendasi dan produk yang baik agar pembeli tidak kecewa"
5,"barang dan kemasan paket bagus, pengiriman jg cepat"
5,"Suka dengan app ini karena hampir semua produknya cod, pengiriman ceeeepaat baaangat. Kurirnya ramah2, dan terlengkap, ongkirnya murah dan banyak promo2 menarik. The best 👍"
5,"Gimn caranya agar bisa ada lazpaylater lazbon pinjeman tunai....dlu prnh pake lazada n sering blnja tpi sllu cash....makanya sempet apusin...tmn udh pd pnya paylater n pinjeman tunai..saya juga sangat berharap di beri kepercayaan n akan menjaga kepercayaan yg sdh di kasih,berharap bs ad lazpaylater n lazbon kyk tmn"" agar juga bisa memperbanyak tmn pake lazada krna hmpir rata"" udh pake nama toko sebelah"
5,Aplikasi nya bagus dan juga untuk Pengiriman nya cepat 2hari sampe rumah oke itu ajalah Terimakasih Lazada dan developer 😊😊😊😊
5,"belaja online banyak yg murah.. dan bisa menyesuaikan kebutuhan.. tp harus pinter"" memilih ya.. alhamdulillah baru bisa aktiv lagi.. pengin nya malah bisa jualan juga kalo bisa bukan cuma pembeli😊😊😊😊"
5,suka banget sama aplikasi lazada banyak gratis ongkirnya... dan barangnya bagus2...
5,"Lazada memang online shop yang sangat baik dan mudah, selain itu pelayanan pun sangat baij termasuk kurirnya Ok goodluck untuk lazada 👍👍👍"
5,"sangat rekomend banget,banyak gratis ongkir dan juga ,cashback."
5,"Pelayanan sangat2 bagus,tapi saya kecewa lazpaylater saya tidak bisa digunakan padahal saya gak pernah telat bayar dari waktu yang di tentu kan.tolong aktip kan lazpaylater nya."
5,Kak kenapa harga yg tertera di barang gak sesuai saat cek out... Tolong diperbaiki kak ya... Selain itu semua Oke.. Soalnya memang langganan belanja di lazada 🥰
5,"suka banget belanja di lazada,banyak discount, suka gratis ongkirnya"
5,sangat memudahkan dalam berbelanja tanpa ribet keluar rumah. banyak voucher gratis ongkir lagi😘
5,"aplikasinya ok blanja lebih simple tanpa ribet, sejauh ini ga ada kendala apapun 👍"
5,Sangat memudahkan untuk mencari kebutuhan dan perlengkapan yg diperlukan pengiriman nya pun cepat dan voucher gratis ongkirnya selalu ada.
5,lazada tempat belanja online yg cocok buat saya yg ngga punya rek untuk transfer.. krn bs cod.. pengiriman yg ok.. cepat dan jaminan cashback.. dan ttp berhati hati.. krn seller seller nakal di olshop mana pun pasti ada.. jadi smart buyer ya... thsnks lazada..
5,"overall pengalaman aplikasi 4.8/5 tampilan nya cukup ramai, pengalaman berbelanja menggunakan diskon aplikasi dan toko dapat digunakan bersamaan, lalu diskon yang didapat sesuai dengan tertulis, syarat promo menarik dan mudah didapatkan, pilihan pembayaran bisa menggunakan dana. thanks lazada"
5,"sangat menyenangkan belanja di Lazada, semuanya serba mudah.....good job, terima kasih"
5,mudah2n barang yg kami order sesuai dengan pilihan dan tidak mengecewakan
5,Kepada Lazada kenapa akhir akhir ini fitur-fiturnya susah di buka saya mau bayar tagihan ga bisa jadi ke tunda terus tolong di benahi secepatnya Terimakasih
5,"amat sangat universal,semua jenis,barang, pilihan warna model ,harga dsb."
5,"jangan ragu untuk belanja di lazada, pelayanannya bagus dan memuaskan, terimakasih lazada semoga sukses selalu"
5,mempermudah cari barang yg kita inginkan dan banyak diskonnya
5,"Barangnya murah murah dan pengiriman juga cepat, lazada the best deh"
5,"pengiriman sangat cepat, kondisi barang aman tidak rusak, terimaksih seller/mas kurirrnya semoga sehat selalu, buat lazada semakin jaya dan maju.."
5,Secara aplikasi sih lumayan bagus tapi akhir2 ini kok banyak ada harga yg dicantumkan ditoko berbeda jauh setelah kita checkout harga dari keranjang orderan ya??? Contoh harga di iklan terpasang 4900 tapi begitu di masukan ke checkout jadi lebih mahal hampir 5x lipat.
5,saya tidak pernah kecewa membeli barang di Lazada.. setiap kali barang sampai..selalu seperti yg di harap kan.toko nya amanah.. kurir nya pun ramah...
5,"perhatikan dari segi pengiriman ,karna dari berbagai ketepatan waktu kurang akurat ,,contoh dikirim dari jakarta ke tasik nyampe 2 hari tetapi barang dari garut ke tasik bisa 3 hari padahal jarak garut lebih dekat di banding dari jakarta ke tasik ..terimakasih"
5,semoga selalu amanah barang yang diterima . karena dulu pernah tidak sesuai dengan pesanan
5,"Sangat membantu untuk belanja online, dan banyak promo menarik"
5,"belanja mudah barang sesuai gamabar,"
5,"belanja di lazada emang enak, tp ongkirnya gede banget, kadang lebih besar ongkir ketimbang barangnya. itu aja sih.. yg ngirim paketnya maunya ke alamat saya maunya ganti aja."
5,"Banyak produk yg di tawarkan di aplikasi ini dan banyak potongan atau bonus yang anda terima , sehingga dapat menghemat uang belanja anda"
5,senang belanja di lazada karna pengiriman nya selalu cepat
5,senang sekali belanja online di lazada bagus dan memuaskan barang nya.
5,"Alhamdilah,setiap barang yg sy pesan lewat lazada..gk pernah kecewa karna untuk setiap pemesanan yg kt pesan lebih baik kita cek dl dr beberapa konsumen yg sudah memesan di aplikasi ini,gmn dngan komentar""konsumen. Jika mereka mereka ok/senang dgn pesanan yg pesan,berarti brang yg di pesan 👍👍👍 Jd tidak mengecewakan kita. Sudah 3 tahun sy brlanganan di lazada,alhamdilah sampai saat ini tidak ada satupun yg mengecewakan"
5,Belanja online yg mudah dan tidak ribet..tapi terkadang masih ada seller yg kurang amanah..barang yg dikirim tidak sesuai..kalo soal pendanaan saya dapat pinjaman dari lasbon dan las paylater..saldonya sudah bertambah terimakasih semuanya..semoga lazada tambah maju dan sukses..buat seller tingkatkan trs kualitas jualan nya
5,"Akhir -akhir ini terlalu banyak iklan dari toko online yang tergabung dengan Lazada menampilkan iklan saat pengguna sedang online itu sangat menggangu. Beberapa kali saya sarankan agar membatasi tayangan iklan, tapi tidak ditanggapi ya akhirnya terpaksa saya uninstall Lazada"
5,"bagus banget sih ini sumpah banyak diskon dan gratis ongkirnya, pertahanin terus ya😁"
5,"Saya dari dulu jika belanja online selalu memakai aplikasi ini. Karena menurut saya aplikasi ini mudah dan tidak ribet. Ga kaya aplikasi sebelah udah ribet tambah"" banyak biayanya. Pokonya top deh lazada🥰"
5,makin sukses lazada..dan pertahankan utk pengiriman nya selalu tepat..
5,kadang kurang teliti.. barang yg dateng ngga sesuai.. kadang juga masalah pengiriman yg lama
5,"Aplikasi yang sangat membantu untuk berbelanja online, pengiriman juga sangat cepat"
5,saya suka belanja di lazada karna barang nya murah murah & pengiriman cepat
5,sebener nya sih bagus produk nya murah² tapi ada satu masalah yang paling kesel banget yaitu masalah voucer bug itu paling gk suka tapi sekarang kalo mau beli bara lebih cepet kadang² 1 hari karna produk nya bagus ya kasih bintang lima soal nya iklan yang ada motor itu kayak lebih bagus jadi kalo bisa ada robot pengantar di iklan nya
5,"Lazada sejauh ini aplikasi belanja online baik menurut pribadi saya,harga terjangkau bermacam toko,kwalitas barang d sesuaikan dengan harga,tapi sayang kurirnya terkhusus daerah saya kecamatan Parakan salak,kabupaten Sukabumi Jawa Barat,banyak yg gak amanah,males kirim barang sampai ke rumah pemesan malah di balikin ke kantornya,tak ada sikap untuk inisiatip untuk kasih no rek pribadinya ke pemesan barang,apalagi inisiatip menggalang,hingga aplikasi si pemesan tidak bisa lagi bayar COD,ribet"
5,belanja dilajada bisa buat usaha kecil kecilan mana murah murah pun jugak bisa di potong harga belanjaan kita lain sama di tokoh tidak bisa nawar.mari donglot lazada dan ambil diskon sepuas ya 😘😘😘😘
5,Makasih lazada sudah memberi pelayanan pembelanjan yang paling terbaik mudah-mudahan sukses tolong untuk seler dan penjual tolong visi misi jangan sampai pengguna aplikasi lazada kecewa makasih
5,suka bgt. apalagi vocernya d tambahin. banyakin vocer. pnjual yg tidak amanah lebih baik d non aktifkan tidak jujur. demi kenyamanan pelanggan. kurirnya d samakan biar tidak ada penundaan pengiriman. soalnya yg beli jg nungguin.
5,"lazada semakin keren, sekarang belanja mesti di lazada walaupun ketemu penjual curang tapi lazada tetap menjamin barang atau uang pembeli aman"
5,Minta tolong dgn kurirnya klo mau kirim di konfirmasi terlebih dahulu biar tdk ada gagal dlm pengiriman seperti yg sudah sudah
5,"Lazada selalu cepat respons tapi kadang ada juga stagnannya,layanannya bagus,harga barang banyak toleransinya ,di redmi note 7 bagus di redmi 4 juga bagus,gak leled...makasih Lazada...sukses selalu..!"
5,Sangat memuaskan dalam saya.untuk pengajuan kredit.dan apabila .saya di acc dalam.kreditya akan menepati janjin untuk pembayaran selanjutya
5,suka belanja disini Krn harganya murah dan pelayanan bagus. komplain gampang gak ribet
5,"Pelayanannya bagus, kualitas barang juga bagus,ada promo tiap hari pokoknya nguntungin banget👍🏻"
5,"kemaren aku hapus lazada karena ganggu bgt iklan masuk terus setia buka hp..setelah dicek ternyata ada aplikasi lain yg bikin iklan masuk terus,jadi aku install lagi lazada.,"
5,lajada menang bagus tapi saya pernah kecewa 3 kali beli jam tangan datang nya beda
5,mantap luar biasa belanja di lazada gx pernah kecewa membantu banget bagi aku yang lagi hamil gx bisa kemana mana...makasih Lazada kurir always ramah
5,"Dari dulu saya belanja di lazada,baru bln kemarin ada tawaran payleater di lazada,pas hp saya hilang dan saya aktifin lg eh penawaran itu hilang..."
5,"bagus,,murah meriah banyaak barang keperluan unik tersedia."
5,"Lazada bagus bgt kok mantap, bahkan bisa lebih murah dari produk nya. cekout beda2 produk jadi mahal lah kocak, voucher diskon and vocher gratis ongkir hanya untuk 1 produk, kalo cekout 4 barang sekaligus ya misalnya ya vocher nya hanya untuk 1produk, yg lain nya gak dapet gratis ongkir and diskon, harusnya satu2 jgn langsung cekout langsung semuanya ya pasti mahal bgt lah, gw jg kalo beli beda2 barang satu2 cekout nya biar dapet gratis ongkir and diskonnya🙏"
5,Belanja dilazada enak alhamdulillah dari kurir plus resellernya baik2 semua trus juga alhamdulillah blum pernah dikrim yg bukan gambarnya makasih lazada tapi vocher nya dibanyakin ya makasih
5,"Aplikasi yg bgs memudahkan membeli barang2 , sayangnya seller ny ada yg gak amanah tetapi secara keseluruhan lazada masih aplikasi yg lebih baik dari orange dan hijau. Tingkatkan lagi dan banyakin voucher nya... Juga supaya pengiriman barangnya dipercepat seperti dlu yg hanya 3 hari, skrg kdg2 sampe harus nunggu seminggu sampe barangnya..."
5,"Pengiriman cepat, kurir super ramah. Terimakasih lazada"
5,Alikasi belanja online mudah di gunakan dan sangat membantu sekali untuk mencari barang barang yang di perlukan
5,"banyak bgt diskonnya cinta bgt sm lazada tapi tolong diperbaiki di bagian liat vidio knp kalo muter vidonya suka ada peringatan sinyal buruk pdhl sinyalku bagus bgt, buka apk lain lancar. smoga diperbaiki ya lazada"
5,"Seneng bgttt kalo belanja di Lazada. Suka ada diskon, vocer gratis ongkirnya banyak, dapat cashback juga, belum lagi suka ada potongan tiap belanja. Pengirimannya juga cepet bgtttt!!"
5,"Top Markotop, usakan utk pengiriman barang lebih dipercepat... 🙏🤝👍semakin di depan menuju kemajuan"
5,tolong percepat pengirimannya..kadang terlalu lama barang dikirim..
5,"Kenapa akhir2 ini sering sekali ad gangguan,, basalah harga yg g sma dari yg di tampilkan,, N vocer saya bahkan tidak dapat di gunakan,, tolong dong di perbaiki lagi,, trlalu banyak buc di dalam app ini,terima kasih."
5,Aaaaaa Suka Banget Sama Lazada 😍 Tiap hari ada gratis ongkir+potongan harga 😂 akhir akhir ini pengiriman nya cepet 1 hari pengiriman besok sampe padahal baru kemaren co👍
5,Kalau sy suka dengan aplikasi Lazada dan sering belanja di lasada tp sudah 1bulan aplikasi kasi lasada sy tidak bisa dipakai karena akun sy di bajak orang yang bilangnya dr lasada katanya saya dapat Duwet.... tpi nyatanya bohong dan aplikasi Lazada sy tidak bisa dipakai.. mohon solusinya
5,Mohon di berikan prioritas kepada pembeli yg tergolong baik dalam rating COD. Saya belanja di plat S menjadi member Gold dan di berikan kesempatan COD pada toko resmi utk pembayaran di rumah. Saya bisa COD dengan batas belanja 5 jutaan meski kadang saya beli sepatu brand resmi hanya 1 jutaan lebih sedikit. Seperti itulah yg saya maksud Lazada juga harus ada.
5,Lazada makin mantap.. Dan tolong ditingkatkan lagii paylater ya. Sangat membantu. Lazada Sukses trus
5,"Keren sih aplikasinya, ngebantu banget buat kita belanja online, pengirimannya juga cepet, kurirnya ramah, banyak promonya juga. Thankyou pokoknyaa buat lazada, sukses selalu 🥰"
5,"Yang sya suka dri aplikasi lazada gratis ongkir tanpa min blnja,,, byar tagihan juga bsa diambil SMA kurirnya memudahkan lah pokoknya...."
5,"sudah berapa kali beli di lazada, sangat memuaskan. sesuai dengan kemyataan nya"
5,belanja dilazada harganya murah tapi kualitas barang okey lah
5,Sangat membantu apa yg kita butuhkan mempermudah untuk berbelanja tapi kalau bisa toko dan barang lebih di seleksi lagi barang yg ditawarkan harus sesuai dengan yg di pesan
5,"diskon ongkir nya harap di tambahkan apa lagi untuk yang daerah""nya terpencil seperti di pegunungan dll"
5,Aplikasi lazada ini sengat membantu sekali dalam berbelanja barang.... Mudah sekali dan banyak promo
5,"Poko ya seneng belanja di lazada,banyak diskon ya terus barang ya bagus2,"
5,menurut aku Lazada terbaik banyak ongkir gratis harga murah jadi menyenangkan belanja nya trimakasih ya Lazada sukses selalu
5,mantap lah e-commers ini daerah jateng sering dapet gratis ongkir dan vouchernya juga banyak jadi pengen belanja terus.... makasih
5,harga nya cukup d kantong semoga tida mengecewakan barang nya saya baru nyoba belanja
5,berblanja dengan mudah dan cepat prosesnya lewat lazada memang mantap
5,"Terimakasih kepada pihak lazada, karena telah membaca bintang penilaian satu persatu, dan merespon setiap komentar satu persatu juga. Pribadi saya puas dengan pelayanan lazada belakangan ini. Baik costumer service,layanan masalah,layanan kirim, terutama disaat saya mengeluhkan kan para kurir tidak bisa membaca nominal tagihan hingga di tindak lanjuti. Sehingga sekarang para kurir bisa membaca tagihan yg benar-benar harus di bayarkan. Karena ini soal tanggungjawab, kejujuran BUKAN soal uangnya"
5,"cukup puas belanja di lazada ,, wlwpun ada beberapa toko yg kurang amanah juga . mohon di perbaiki ya semoga lazada sukses sllu 🤲🏻"
5,"Saya sangat suka dengan Lazada selain pengiriman nya cepat juga gratis ongkir dan ada voucher nya,selain itu juga barang yang sudah sampai bagus dan tidak mengecewakan"
5,kenapa harga yang tertera (beli sekarang) selalu tidak sesuai setelah di klik (beli sekarang) atau di masukkan ke troli??
5,"promo diluar nalar, gratis ongkir tiap hari & pengiriman super cepat"
5,senang selalu ada gratis ongkir dan proses pelayanan nya juga cepet dari lazada nya
5,suka banget dgn adanya lazada semua yg kita inginkan jadi enak dgn diam di rumah barang datang sendiri sesuai apa yg kta inginkan moga tambah maju lazada
5,harga murah barang lumayan dan sesuai harga 🥰. sukses selalu
5,"terimakasih lazada belanja jadi lebih mudah, semoga lebih banyak diskonya"
5,sangat memuaskan deh untuk belanjaan di sini murah &juga banyak tersedia voucher gratis ongkir👍🙏😁😁😁
5,cocok belanja di lazada disaat butuh barang yg kita inginkan ada semua.
5,pertahan kan gratis ongkos kirim nya dan harga nya harus murah2 semua ya kak
5,Sangat memudahkan untuk berbelanja harga selalu terjangkau barang memuaskan pengiriman cepat banyak bonusnya lagi Terimakasih lazada
5,"Sangat membantu utk berbelanja,tinggal dirumah duduk manis bs blnja. Pokoknya ni keren lah.."
5,"sellernya2 banyak yg amanah, ongkir gratis, pengiriman cepat."
5,"keren mudah check out nya, gratis ongkir lagi.. tambah sukses lazada"
5,Jujur saya puas banget belanja disini karna pengiriman nya cepat dan harga terjangkau
5,"puas banget belanja d lazada, terimakasih udh mempermudah saat belanja👍"
5,"mantap banyak promonya, meskipun dikit2 kena pelanggaran gk jelas, entah maksudnya apa jadi gk bisa co"
5,lumayan terabantu dengan adanya lazada punya uang sedikit tinggal pesan. gak harus jauh ke toko yang perjalanan nya jauh
5,pengiriman cepat banyak geratis ongkos barang nya juga the best
5,membantu pembelian onlien tolong di tingkat kan lagi persamaan barang dan gambar
5,banyak penawaran menarik dilazada...apalagi kalau ada gratis ongkir/potongan ongkir.makasih lazada
5,"suka bikin praktis,ayo bareng² blanja dsini asal baca lebih detil biar datangnya puas."
5,seneng bngt mempermudah untuk saya mendapatkan kebutuhan/belanjaan yg di butuhkan serta brng2nya ok
5,Sekarang merchant nya lebih lengkap dan sangat membantu untuk kebutuhan belanja ny
5,"sangat suka sekali berbelanja di lazada krn sangt mudah dan menjangkau,,"
5,"Ngga pernah gagal belanja disini, Cuma barangnya Kurang lengkap aja. Makasih(・'v`・)"
5,murah cepat sampai brang nya... kurirnya juga ramah...
5,"Alhamdulillah lazada selalu memberikan harga yang pas di kantong, lancar trus ya lazada 😊🙏💪💪💪"
5,Aku suka deh ama aplikasi lazada kita bisa belanja online lewat lazada jadi gk perlu keluar rumah bisa lewat online...
5,"biasa belanja online di apk sebelah,tapi sekarang beralih kesini karna cocok di hati🥳"
5,kurang cuma satu aja di iklan harga nya tidak sesuai setelah di klik
5,Selama saya belanja di lazada saya tak pernah kecewa kalau di tempat lain saya sering kecewa barang gak sesuai gambar dan conto tapi di lazada saya gak pernah kecewa dan saya gak mau di kecewakan. Buat lazada semoga mangkin maju dan ongkirnya dong kecilin dikit
5,"Senang belanja di Lazada terutama bila terpilih kualitas yang terbaik bagi konsumen, trm ksh👍🙏"
5,senang belanja di lazada banyak promo dan diskon. sekarang gak ribet dan gak repot walau gak bisa keluar rumah
5,"pengiriman cepat ,dan bajunya sesuai, gk kecewa beli baju di toko ini"
5,untuk segala pembelian harus secara detail budayakan membaca agar sesuai harapan
5,Bagus barang ny tidak mengecewakan dan telat waktu pengiriman nya
5,"Tambahkan metode pembayaran lain dong, kaya gopay. Saya tidak memakai ovo atau dana, sehari2 saya menggunakan gopay untuk pembayaran,termasuk membeli tiket commuter Line"
5,"sering was-was belanja online,tapi di tenangkan oleh ulasan dan hampir semua sesuai pesanan"
5,"puas banget, cuman ongkir nya kalo bisa di kurangin buat yg pelanggan sering belanja di lazada ya kak"
5,suka banget belanja di lazada... barang banyak yang murah
5,"Aplikasi ini sangat membantu👍pengirimannya cepat,banyak promo pula,dan bnyak gratis ongkir juga😁👍"
5,"aplikasi sangat bagus,cepat dalam pengiriman,cepat dalam respon sangat rcomded banget"
5,"baru mau order mudah2,an kualitas,y bagus dan g murahan tetap sukses buat lajada"
5,"Lazada sangat membantu berbelanja tanpa bepergian,praktis dengan sangat sangat murah menyediakan berbagai segala kebutuhan.sukses selalu lazada makin tingkatkan lagi kualitas2 nya dan harga2 diskon nya🤭makin sukses🤗🙏🏻🙏🏻🙏🏻"
5,Kenapa sekarang gak bisa cod ya padahal kemarin² bisa. Saya udah langganan belanja disini sejak 2021 sampai sekarang selalu pakai COD. Tapi sekarang mau chekout lagi cod sudah tidak bisa
5,"selama ini saya belanja di lazada alhamdulillah semua barang pesanan saya sampai dengan selamat dan puas dengan kualitas nya dan tidak mengecewakan, lazada sukses selalu👍,, cuman sangat disayangkan lazpaylater nya selalu ga bisa di pake mau beli ini beli itu ga hisa pake lazpaylater"
5,"Aplikasi nya sangat bagus mudah di pahami, dan banyak diskon kurir nya jugasangat sigap dalam mengantarkan barang cs nya juga responsif dalam menghadapi masalah costumer sangat membantu dalam berbelanja"
5,"suka banyak voucher diskon, cuma ga suka sama tampilan harga trus pas di CO harganya beda"
5,"Cukup bagus dalam me manage custm, harus di tingkatkan lagi utk ke depan selalu mencari yg Baru dan innovate, Sukses Selalu Lazada"
5,mantap LAZADA...semoga sukses terus....bisa membantu belanja kami dengan cepat dan harga murah kualitas bagus
5,Coba ditertibkan seler² yg nakal yg menjual tak sesuai dg gambar yg ditampilkan ditoko terlihat bagus tapi setelah dibeli kualitasnya beda dan mengecewakan TERIMAKASIH
5,aplikasinya bagus produk produknya sama kayak yang ada di aplikasi online lain tp di lazada nawarin harga yg lebih murah dengan kualitas yang sama bagusnya
5,"Menghemat pengeluaran ,mudah dan cepat'tinggal buka pilih mana yg suka insya Allah pas di kantong kita."
5,"Pertama belanja disini tidak mengecewakan,sesuai pesanan sem0ga amanah selamanya...good job LAZADA 💖"
5,aku suka belanja di lazada karna lebih hemat
5,"puas belanja disini slalu gratis ongkir, harga murah"" tapi kualitas tidak murahan , slalu amanah dan pertahankan slalu untuk kepuasan kita sebagai pembeli, terima kasih"
5,"pesanan cepat sampai harga terjangkau,,tapi pihak toko banyak menjual produk palsu mohon kedepan nya di tindak lanjut agar pelanggan tidak kecewa"
5,belanja dilazada sekarang amanah dan dapat dipercaya harga nya terjangkau memuaskan semoga kedepannya lebih bagus lagi yaa lazada pokok nya lope lope lah belanja dilazada yg selalu tau menyenangkan hati konsumen nya
5,"selama saya pakai lazada murah dan gampang belanja dilazada ga ribet belanja, cukup dirumah buka lazada cari deh apa yang kita mau pasti ada. sukses selalu developernya, dan untuk kurir² lazada juga baik dan ramah."
5,jos terpercaya .aku amat suka belanja di LAZADA.belum pernah kecewa
5,barangnya sesuai pesanan kurirnya ramah dan cepat sampai
5,"Mantap makin hari makin sering di kasih kupong geratis ongkir, gini terus kan senang. Terusin aja kek gini malah tambah bagus😁"
5,"bagus semua pelayanannya,banyak diskonnya,cuma lom bisa cara gunakan koin dan vocher"
5,iya saya suka belanja di lazada tapi sayang kadang kecewa... pengirimanya tidak sesuai... mungkin karna tokonya
5,"Sekarang lazada sudah sangat cukup baik dari segala aspek,dari pelayanan dan segala kemudahan berbelanja, menurut saya sangat baik,hanya saja perlu di perhatikan seller dengan harga barang yang terlalu murah terutama dari gadget/elektronik..toko yang sangat minim deskripsi tolong di perhatikan kasian konsumen yang awam sekali dalam berbelanja online...selain dari itu bagi saya the best lah..thanks"
5,saya suka dengan pelayanan tiap toko dilazada sudah hampir 5 tahun ini saya nikmati pelayanan yg memuaskan serta kualitas barang pun Ok dan kusir pengiriman pun Ok kembangkan yg terbaik sebaik baiknya
5,semoga barang sesuai dengn pesanan biar selalu jadi tujuan untuk blanja
5,Belanja dilazada.. kadang sesuai kadang juga tidak sesuai.. pesanan...banyak kecewa3nyaa...
5,"dari dulu udah pake aplikasi lazada dan selalu belanja online disini , tapi knpa akun saya tidak ada lazpaylater sedangkan akun yg jarang belanja ada 😔 , mohon sistem nya di perbaiki untuk akun"" seperti saya yg sudah berlangganan"
5,sangat ok sesuai dengan harga nya
5,"Ceritanya saya punya hutang ke lazbon 1.300.967, 1 hari sebelum jatuh tempo saya bayar, eh lupa bayar nya cuma 1.300.000. Pas besok paginya liat chat di WA ada 3 nomor tidak di kenal yang isinya ngancam mau sebarin data dan ngancam mau kirim debt kolektor buat nagih. Saya ketawa aja kurang 967 perak sampe ngancam mau sebarin data dan mau kirim dc buat nagih. Bank yg ternama aja gak segitunya. Tolong pihak lazada jika tidak mau nasabah atau member nya kapok karna perlakuan staf nya jangan gt"
5,"Jangan pernah kecewakan pelanggan. Barang yg diterima original, kwalitas baik, dan pengiriman tepat waktu. Bravo👍"
5,Menurut ku paling enak belanja dilazada sii harga murah apalagi kalau ada event soal barang harus pintar2 nya kita yaa karena aku biasa nya belanja yg udah tau kualitas barang nya disini aku bsa beli barang bagus dgn harga murah apalagi pas kemarin 9.9
5,"bagus,cocok bgt buat belanja online,jd mudah dan gampang"
5,"lazada selain bisa cod,barang nya rata2 berkualitas dan pengirimannya sangat cepat merespon konsumen nya"
5,"Trimakasih lazada,berkat adanya aplikasi lazada,,semua kebutuhan ada di lazada dan bisa di pesan dengan mudah🙏☺️"
5,"awalnya dulu pernah pindah haluan ke ecomerce yang lain, tapi ketika e commers itu tutup dan kembali ke lazada, lazada menawarkan banyak pilihan menarik selain itu banyak diskon dan gratis ongkir yang nggak kaleng kaleng. makasih lazada"
5,"Tempat belanja favorit, banyak promo dan cepat pengiriman nya."
5,Aplikasinya bagus mending kalian kalau belanja online dilazada aja mudah banget gak ribet kek aplikasi sebelah
5,"banyak promonya, metode pembayaran juga variatif. lebih suka ini dibanding oren"
